image_idx,ix,pole_num,kiro_tei,measurement_area,camera_num,image_name,trolley_id,measured_upper_edge,measured_lower_edge,estimated_upper_edge,estimated_lower_edge,estimated_width,estimated_width_std,brightness_center,brightness_mean,brightness_std,estimated_slope,upper_boundary,lower_boundary,estimated_upper_edge_variance,estimated_lower_edge_variance,estimated_slope_variance,trolley_end_reason,mask_edgelog_1,mask_edgelog_2
433.0,433000,22.0,65.397571,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00005021.jpg,trolley2,543.0,560.0,543.0,560.0,17.0,,169.0,171.375,30.234375,0.0002498750624687,,,0.75048828125,0.75048828125,0.0010490417480468,,0.0,0.0
433.0,433001,22.0,65.397573,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00005021.jpg,trolley2,543.0,560.0,543.0,560.0,17.0,,164.0,170.5,30.125,0.0006086852317835,,,0.60205078125,0.60205078125,0.0010976791381835,,0.0,0.0
433.0,433002,22.0,65.397575,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00005021.jpg,trolley2,543.0,559.0,543.0,560.0,17.0,,164.0,171.0,29.203125,0.0003259400867206,,,0.50439453125,0.50390625,0.0011444091796875,,0.0,0.0
433.0,433003,22.0,65.397577,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00005021.jpg,trolley2,543.0,559.0,543.0,560.0,17.0,,170.0,171.5,29.15625,1.6313921511841556e-05,,,0.435546875,0.435546875,0.0011882781982421,,0.0,0.0
433.0,433004,22.0,65.397579,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00005021.jpg,trolley2,543.0,559.0,542.0,560.0,18.0,,172.0,166.0,34.4375,-0.000311150053987,,,0.385498046875,0.38525390625,0.0012292861938476,,0.0,0.0
433.0,433005,22.0,65.397581,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00005021.jpg,trolley2,542.0,559.0,542.0,560.0,18.0,,169.0,164.5,33.96875,-0.0020170359390178,,,0.347900390625,0.34765625,0.0012664794921875,,0.0,0.0
433.0,433006,22.0,65.397583,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00005021.jpg,trolley2,543.0,559.0,542.0,560.0,18.0,,168.0,164.625,34.4375,-0.0021645275563816,,,0.3193359375,0.319091796875,0.0012989044189453,,0.0,0.0
433.0,433007,22.0,65.39758499999999,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00005021.jpg,trolley2,543.0,559.0,542.0,560.0,18.0,,170.0,166.5,34.1875,-0.0023054393964135,,,0.297119140625,0.297119140625,0.0013275146484375,,0.0,0.0
433.0,433008,22.0,65.397587,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00005021.jpg,trolley2,543.0,559.0,542.0,560.0,18.0,,175.0,163.5,34.78125,-0.002436638154619,,,0.280029296875,0.280029296875,0.0013504028320312,,0.0,0.0
433.0,433009,22.0,65.397589,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00005021.jpg,trolley2,542.0,559.0,542.0,560.0,18.0,,172.0,162.75,33.34375,-0.0047713868178456,,,0.266845703125,0.266845703125,0.0013675689697265,,0.0,0.0
