image_idx,ix,pole_num,kiro_tei,measurement_area,camera_num,image_name,trolley_id,measured_upper_edge,measured_lower_edge,estimated_upper_edge,estimated_lower_edge,estimated_width,estimated_width_std,brightness_center,brightness_mean,brightness_std,estimated_slope,upper_boundary,lower_boundary,estimated_upper_edge_variance,estimated_lower_edge_variance,estimated_slope_variance,trolley_end_reason,mask_edgelog_1,mask_edgelog_2
229,229000,30,48.305023,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,252.0,206.375,56.125,0.0002498750624687657,,,0.75048828125,0.75048828125,0.001049041748046875,,0.0,0.0
229,229001,30,48.305025,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,204.375,56.09375,0.0006086852317835946,,,0.60205078125,0.60205078125,0.0010976791381835938,,0.0,0.0
229,229002,30,48.305026999999995,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,254.0,203.625,56.125,0.0010276981455385184,,,0.50439453125,0.50390625,0.0011444091796875,,0.0,0.0
229,229003,30,48.305029,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,245.0,198.375,53.75,0.0014837571890959427,,,0.435546875,0.435546875,0.0011882781982421875,,0.0,0.0
229,229004,30,48.305031,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,238.0,198.125,51.875,0.001962636012742173,,,0.385498046875,0.38525390625,0.0012292861938476562,,0.0,0.0
229,229005,30,48.305033,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,241.0,196.5,51.46875,0.002453528108486238,,,0.347900390625,0.34765625,0.0012664794921875,,0.0,0.0
229,229006,30,48.305035,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,251.0,201.125,55.0,0.0029469304979135185,,,0.3193359375,0.319091796875,0.0012989044189453125,,0.0,0.0
229,229007,30,48.305037,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,202.125,58.15625,0.003433818512714935,,,0.297119140625,0.297119140625,0.0013275146484375,,0.0,0.0
229,229008,30,48.305039,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,204.375,58.6875,0.003905408081409872,,,0.280029296875,0.280029296875,0.00135040283203125,,0.0,0.0
229,229009,30,48.305040999999996,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,205.125,58.3125,0.0043532227898711645,,,0.266845703125,0.266845703125,0.0013675689697265625,,0.0,0.0
229,229010,30,48.305043,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,205.25,57.5,0.004769324621661557,,,0.2568359375,0.256591796875,0.0013790130615234375,,0.0,0.0
229,229011,30,48.305045,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,204.5,57.09375,0.005146618302186352,,,0.2491455078125,0.2489013671875,0.001384735107421875,,0.0,0.0
229,229012,30,48.305047,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,205.0,57.40625,0.005479160474163279,,,0.2432861328125,0.2430419921875,0.001384735107421875,,0.0,0.0
229,229013,30,48.305049,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,206.5,58.25,0.005762418988895639,,,0.23876953125,0.2386474609375,0.0013790130615234375,,0.0,0.0
229,229014,30,48.305051,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,254.0,207.5,58.78125,0.005993442665930331,,,0.2354736328125,0.2352294921875,0.001369476318359375,,0.0,0.0
229,229015,30,48.305053,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,253.0,207.875,58.78125,0.006170919630172919,,,0.23291015625,0.232666015625,0.0013551712036132812,,0.0,0.0
229,229016,30,48.305054999999996,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,208.5,58.46875,0.00629512108983596,,,0.23095703125,0.230712890625,0.0013370513916015625,,0.0,0.0
229,229017,30,48.305057,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,208.25,58.6875,0.006367744176114309,,,0.2293701171875,0.2291259765625,0.001316070556640625,,0.0,0.0
229,229018,30,48.305059,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,940.0,948.0,939.0,949.0,10.0,,255.0,209.875,57.8125,0.0063916795047250004,,,0.2279052734375,0.2276611328125,0.001293182373046875,,0.0,0.0
229,229019,30,48.305061,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,949.0,10.0,,255.0,212.375,57.59375,0.003043506872859453,,,0.2266845703125,0.2264404296875,0.0012683868408203125,,0.0,0.0
229,229020,30,48.305063,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,949.0,10.0,,255.0,213.25,57.78125,2.0028623645657745e-05,,,0.2254638671875,0.2252197265625,0.00124359130859375,,0.0,0.0
229,229021,30,48.305065,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,225.875,41.40625,-0.0026790426457286463,,,0.22412109375,0.223876953125,0.0012178421020507812,,0.0,0.0
229,229022,30,48.305067,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,226.125,41.125,-0.005060814099278169,,,0.2227783203125,0.2225341796875,0.0011920928955078125,,0.0,0.0
229,229023,30,48.305068999999996,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,227.125,40.53125,-0.007137748432718749,,,0.221435546875,0.22119140625,0.0011682510375976562,,0.0,0.0
229,229024,30,48.305071,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,230.125,39.78125,-0.008926238324389598,,,0.2198486328125,0.2196044921875,0.0011444091796875,,0.0,0.0
229,229025,30,48.305073,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,228.75,40.5,-0.010445310760947431,,,0.21826171875,0.2181396484375,0.00112152099609375,,0.0,0.0
229,229026,30,48.305074999999995,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,254.0,227.75,41.1875,-0.011715514295240656,,,0.2166748046875,0.2164306640625,0.0011005401611328125,,0.0,0.0
229,229027,30,48.305077,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,228.75,41.5,-0.012758010648948347,,,0.21484375,0.2147216796875,0.0010814666748046875,,0.0,0.0
229,229028,30,48.305079,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,230.25,40.9375,-0.013593868755092137,,,0.213134765625,0.212890625,0.0010633468627929688,,0.0,0.0
229,229029,30,48.305081,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,231.375,40.15625,-0.01424354419518139,,,0.2113037109375,0.2110595703125,0.0010461807250976562,,0.0,0.0
229,229030,30,48.305082999999996,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,232.0,39.8125,-0.014726518747144158,,,0.20947265625,0.2093505859375,0.0010309219360351562,,0.0,0.0
229,229031,30,48.305085,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,254.0,232.25,39.625,-0.015061071716352311,,,0.2076416015625,0.20751953125,0.0010175704956054688,,0.0,0.0
229,229032,30,48.305087,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,232.0,39.4375,-0.01526415519102015,,,0.205810546875,0.2056884765625,0.0010051727294921875,,0.0,0.0
229,229033,30,48.305088999999995,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,233.5,38.25,-0.015351347928201276,,,0.2041015625,0.203857421875,0.0009946823120117188,,0.0,0.0
229,229034,30,48.305091,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,938.0,948.0,939.0,948.0,9.0,,253.0,234.375,37.09375,-0.01831421264590574,,,0.2022705078125,0.2021484375,0.0009851455688476562,,0.0,0.0
229,229035,30,48.305093,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,234.0,38.1875,-0.017874001899195913,,,0.2005615234375,0.200439453125,0.0009760856628417969,,0.0,0.0
229,229036,30,48.305095,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,231.75,40.09375,-0.017380251707917915,,,0.198974609375,0.19873046875,0.00096893310546875,,0.0,0.0
229,229037,30,48.305096999999996,Musashino_007_IchikawaOhno-FunabashiHoten_up_20240410_day,HD21,2024_0041_HD21_01_00004817.jpg,trolley2,939.0,948.0,939.0,948.0,9.0,,255.0,230.0,40.90625,-0.016842373543797404,,,0.1973876953125,0.1971435546875,0.0009622573852539062,,0.0,0.0
